token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
54558,NIFTY30MAR2624550CE,NIFTY,30MAR2026,2455000.000000,65,OPTIDX,NFO,5.000000
54564,NIFTY30MAR2624700CE,NIFTY,30MAR2026,2470000.000000,65,OPTIDX,NFO,5.000000
54572,NIFTY30MAR2624900CE,NIFTY,30MAR2026,2490000.000000,65,OPTIDX,NFO,5.000000
54592,NIFTY30MAR2625450CE,NIFTY,30MAR2026,2545000.000000,65,OPTIDX,NFO,5.000000
54597,NIFTY30MAR2625550PE,NIFTY,30MAR2026,2555000.000000,65,OPTIDX,NFO,5.000000
54598,NIFTY30MAR2625600CE,NIFTY,30MAR2026,2560000.000000,65,OPTIDX,NFO,5.000000
54614,NIFTY30MAR2625750CE,NIFTY,30MAR2026,2575000.000000,65,OPTIDX,NFO,5.000000
54615,NIFTY30MAR2625750PE,NIFTY,30MAR2026,2575000.000000,65,OPTIDX,NFO,5.000000
54622,NIFTY30MAR2625950CE,NIFTY,30MAR2026,2595000.000000,65,OPTIDX,NFO,5.000000
54644,NIFTY30MAR2626250CE,NIFTY,30MAR2026,2625000.000000,65,OPTIDX,NFO,5.000000
54646,NIFTY30MAR2626300CE,NIFTY,30MAR2026,2630000.000000,65,OPTIDX,NFO,5.000000
54712,NIFTY30MAR2626550CE,NIFTY,30MAR2026,2655000.000000,65,OPTIDX,NFO,5.000000
54642,NIFTY30MAR2626200CE,NIFTY,30MAR2026,2620000.000000,65,OPTIDX,NFO,5.000000
54719,NIFTY30MAR2626700PE,NIFTY,30MAR2026,2670000.000000,65,OPTIDX,NFO,5.000000
54725,NIFTY30MAR2626850PE,NIFTY,30MAR2026,2685000.000000,65,OPTIDX,NFO,5.000000
54732,NIFTY30MAR2627100CE,NIFTY,30MAR2026,2710000.000000,65,OPTIDX,NFO,5.000000
54738,NIFTY30MAR2627250CE,NIFTY,30MAR2026,2725000.000000,65,OPTIDX,NFO,5.000000
54753,NIFTY30MAR2627600PE,NIFTY,30MAR2026,2760000.000000,65,OPTIDX,NFO,5.000000
54761,NIFTY02MAR2623300PE,NIFTY,02MAR2026,2330000.000000,65,OPTIDX,NFO,5.000000
54764,NIFTY02MAR2623400CE,NIFTY,02MAR2026,2340000.000000,65,OPTIDX,NFO,5.000000
54767,NIFTY02MAR2623450PE,NIFTY,02MAR2026,2345000.000000,65,OPTIDX,NFO,5.000000
54779,NIFTY02MAR2623750PE,NIFTY,02MAR2026,2375000.000000,65,OPTIDX,NFO,5.000000
54788,NIFTY02MAR2623800PE,NIFTY,02MAR2026,2380000.000000,65,OPTIDX,NFO,5.000000
54790,NIFTY02MAR2623850PE,NIFTY,02MAR2026,2385000.000000,65,OPTIDX,NFO,5.000000
54792,NIFTY02MAR2623900PE,NIFTY,02MAR2026,2390000.000000,65,OPTIDX,NFO,5.000000
54803,NIFTY02MAR2624200CE,NIFTY,02MAR2026,2420000.000000,65,OPTIDX,NFO,5.000000
54804,NIFTY02MAR2624200PE,NIFTY,02MAR2026,2420000.000000,65,OPTIDX,NFO,5.000000
54807,NIFTY02MAR2624300CE,NIFTY,02MAR2026,2430000.000000,65,OPTIDX,NFO,5.000000
54808,NIFTY02MAR2624300PE,NIFTY,02MAR2026,2430000.000000,65,OPTIDX,NFO,5.000000
54906,NIFTY02MAR2625250PE,NIFTY,02MAR2026,2525000.000000,65,OPTIDX,NFO,5.000000
54907,NIFTY02MAR2625300CE,NIFTY,02MAR2026,2530000.000000,65,OPTIDX,NFO,5.000000
54972,NIFTY02MAR2625700PE,NIFTY,02MAR2026,2570000.000000,65,OPTIDX,NFO,5.000000
55188,NIFTY30JUN2625500CE,NIFTY,30JUN2026,2550000.000000,65,OPTIDX,NFO,5.000000
55228,NIFTY02MAR2626200PE,NIFTY,02MAR2026,2620000.000000,65,OPTIDX,NFO,5.000000
55282,NIFTY29SEP2619500CE,NIFTY,29SEP2026,1950000.000000,65,OPTIDX,NFO,5.000000
55288,NIFTY29SEP2628500CE,NIFTY,29SEP2026,2850000.000000,65,OPTIDX,NFO,5.000000
55324,NIFTY29DEC2619500CE,NIFTY,29DEC2026,1950000.000000,65,OPTIDX,NFO,5.000000
55337,NIFTY29DEC2634500PE,NIFTY,29DEC2026,3450000.000000,65,OPTIDX,NFO,5.000000
55373,NIFTY29JUN2719500PE,NIFTY,29JUN2027,1950000.000000,65,OPTIDX,NFO,5.000000
55377,NIFTY29JUN2725500PE,NIFTY,29JUN2027,2550000.000000,65,OPTIDX,NFO,5.000000
55472,NIFTY27JUN2822500CE,NIFTY,27JUN2028,2250000.000000,65,OPTIDX,NFO,5.000000
55564,NIFTY26JUN2928500CE,NIFTY,26JUN2029,2850000.000000,65,OPTIDX,NFO,5.000000
55601,NIFTY24DEC2919500PE,NIFTY,24DEC2029,1950000.000000,65,OPTIDX,NFO,5.000000
55645,NIFTY25JUN3022500PE,NIFTY,25JUN2030,2250000.000000,65,OPTIDX,NFO,5.000000
55725,NIFTY02MAR2627050CE,NIFTY,02MAR2026,2705000.000000,65,OPTIDX,NFO,5.000000
55732,NIFTY02MAR2627200PE,NIFTY,02MAR2026,2720000.000000,65,OPTIDX,NFO,5.000000
55742,NIFTY02MAR2627400CE,NIFTY,02MAR2026,2740000.000000,65,OPTIDX,NFO,5.000000
55755,NIFTY31DEC3024000PE,NIFTY,31DEC2030,2400000.000000,65,OPTIDX,NFO,5.000000
55756,NIFTY31DEC3025500CE,NIFTY,31DEC2030,2550000.000000,65,OPTIDX,NFO,5.000000
55762,NIFTY31DEC3030000CE,NIFTY,31DEC2030,3000000.000000,65,OPTIDX,NFO,5.000000
55765,NIFTY31DEC3031500PE,NIFTY,31DEC2030,3150000.000000,65,OPTIDX,NFO,5.000000
55767,NIFTY31DEC3033000PE,NIFTY,31DEC2030,3300000.000000,65,OPTIDX,NFO,5.000000
55811,NIFTY02MAR2627650CE,NIFTY,02MAR2026,2765000.000000,65,OPTIDX,NFO,5.000000
57774,NIFTY17MAR2623800CE,NIFTY,17MAR2026,2380000.000000,65,OPTIDX,NFO,5.000000
57792,NIFTY17MAR2623900PE,NIFTY,17MAR2026,2390000.000000,65,OPTIDX,NFO,5.000000
57869,NIFTY17MAR2624650CE,NIFTY,17MAR2026,2465000.000000,65,OPTIDX,NFO,5.000000
57872,NIFTY17MAR2624700PE,NIFTY,17MAR2026,2470000.000000,65,OPTIDX,NFO,5.000000
57875,NIFTY17MAR2624800CE,NIFTY,17MAR2026,2480000.000000,65,OPTIDX,NFO,5.000000
57882,NIFTY17MAR2624950CE,NIFTY,17MAR2026,2495000.000000,65,OPTIDX,NFO,5.000000
57886,NIFTY17MAR2625050CE,NIFTY,17MAR2026,2505000.000000,65,OPTIDX,NFO,5.000000
57893,NIFTY17MAR2625150CE,NIFTY,17MAR2026,2515000.000000,65,OPTIDX,NFO,5.000000
57911,NIFTY17MAR2625450PE,NIFTY,17MAR2026,2545000.000000,65,OPTIDX,NFO,5.000000
57919,NIFTY17MAR2625650PE,NIFTY,17MAR2026,2565000.000000,65,OPTIDX,NFO,5.000000
57920,NIFTY17MAR2625700CE,NIFTY,17MAR2026,2570000.000000,65,OPTIDX,NFO,5.000000
57970,NIFTY17MAR2626000PE,NIFTY,17MAR2026,2600000.000000,65,OPTIDX,NFO,5.000000
57980,NIFTY17MAR2626050PE,NIFTY,17MAR2026,2605000.000000,65,OPTIDX,NFO,5.000000
57981,NIFTY17MAR2626100CE,NIFTY,17MAR2026,2610000.000000,65,OPTIDX,NFO,5.000000
57982,NIFTY17MAR2626100PE,NIFTY,17MAR2026,2610000.000000,65,OPTIDX,NFO,5.000000
58041,NIFTY17MAR2626650CE,NIFTY,17MAR2026,2665000.000000,65,OPTIDX,NFO,5.000000
58044,NIFTY17MAR2626700PE,NIFTY,17MAR2026,2670000.000000,65,OPTIDX,NFO,5.000000
58045,NIFTY17MAR2626750CE,NIFTY,17MAR2026,2675000.000000,65,OPTIDX,NFO,5.000000
58099,NIFTY17MAR2626900CE,NIFTY,17MAR2026,2690000.000000,65,OPTIDX,NFO,5.000000
58104,NIFTY17MAR2626900PE,NIFTY,17MAR2026,2690000.000000,65,OPTIDX,NFO,5.000000
58105,NIFTY17MAR2626950CE,NIFTY,17MAR2026,2695000.000000,65,OPTIDX,NFO,5.000000
58112,NIFTY17MAR2626950PE,NIFTY,17MAR2026,2695000.000000,65,OPTIDX,NFO,5.000000
58130,NIFTY17MAR2627100CE,NIFTY,17MAR2026,2710000.000000,65,OPTIDX,NFO,5.000000
58141,NIFTY17MAR2627300PE,NIFTY,17MAR2026,2730000.000000,65,OPTIDX,NFO,5.000000
58157,NIFTY17MAR2627600CE,NIFTY,17MAR2026,2760000.000000,65,OPTIDX,NFO,5.000000
58624,NIFTY30JUN2612000CE,NIFTY,30JUN2026,1200000.000000,65,OPTIDX,NFO,5.000000
58629,NIFTY29DEC2612000PE,NIFTY,29DEC2026,1200000.000000,65,OPTIDX,NFO,5.000000
58642,NIFTY29DEC2619000CE,NIFTY,29DEC2026,1900000.000000,65,OPTIDX,NFO,5.000000
58648,NIFTY29DEC2622000CE,NIFTY,29DEC2026,2200000.000000,65,OPTIDX,NFO,5.000000
60893,NIFTY25JUN3018000PE,NIFTY,25JUN2030,1800000.000000,65,OPTIDX,NFO,5.000000
60936,NIFTY25JUN3030000CE,NIFTY,25JUN2030,3000000.000000,65,OPTIDX,NFO,5.000000
60939,NIFTY25JUN3030000PE,NIFTY,25JUN2030,3000000.000000,65,OPTIDX,NFO,5.000000
61748,NIFTY24DEC2924000CE,NIFTY,24DEC2029,2400000.000000,65,OPTIDX,NFO,5.000000
61932,NIFTY24DEC2930000CE,NIFTY,24DEC2029,3000000.000000,65,OPTIDX,NFO,5.000000
62606,NIFTY24MAR2623700PE,NIFTY,24MAR2026,2370000.000000,65,OPTIDX,NFO,5.000000
62615,NIFTY24MAR2623800PE,NIFTY,24MAR2026,2380000.000000,65,OPTIDX,NFO,5.000000
62620,NIFTY24MAR2623950CE,NIFTY,24MAR2026,2395000.000000,65,OPTIDX,NFO,5.000000
62644,NIFTY24MAR2624200CE,NIFTY,24MAR2026,2420000.000000,65,OPTIDX,NFO,5.000000
62673,NIFTY24MAR2624500PE,NIFTY,24MAR2026,2450000.000000,65,OPTIDX,NFO,5.000000
62674,NIFTY24MAR2624550CE,NIFTY,24MAR2026,2455000.000000,65,OPTIDX,NFO,5.000000
62680,NIFTY24MAR2624600CE,NIFTY,24MAR2026,2460000.000000,65,OPTIDX,NFO,5.000000
62714,NIFTY24MAR2625100CE,NIFTY,24MAR2026,2510000.000000,65,OPTIDX,NFO,5.000000
62718,NIFTY24MAR2625200CE,NIFTY,24MAR2026,2520000.000000,65,OPTIDX,NFO,5.000000
62737,NIFTY24MAR2625300CE,NIFTY,24MAR2026,2530000.000000,65,OPTIDX,NFO,5.000000
62744,NIFTY24MAR2625350PE,NIFTY,24MAR2026,2535000.000000,65,OPTIDX,NFO,5.000000
62771,NIFTY24MAR2625550CE,NIFTY,24MAR2026,2555000.000000,65,OPTIDX,NFO,5.000000
62790,NIFTY24MAR2625650PE,NIFTY,24MAR2026,2565000.000000,65,OPTIDX,NFO,5.000000
62793,NIFTY24MAR2625750CE,NIFTY,24MAR2026,2575000.000000,65,OPTIDX,NFO,5.000000
62797,NIFTY24MAR2625800PE,NIFTY,24MAR2026,2580000.000000,65,OPTIDX,NFO,5.000000
62802,NIFTY24MAR2625850CE,NIFTY,24MAR2026,2585000.000000,65,OPTIDX,NFO,5.000000
62810,NIFTY24MAR2625950CE,NIFTY,24MAR2026,2595000.000000,65,OPTIDX,NFO,5.000000
62811,NIFTY24MAR2625950PE,NIFTY,24MAR2026,2595000.000000,65,OPTIDX,NFO,5.000000
62848,NIFTY24MAR2626300CE,NIFTY,24MAR2026,2630000.000000,65,OPTIDX,NFO,5.000000
62883,NIFTY24MAR2627000PE,NIFTY,24MAR2026,2700000.000000,65,OPTIDX,NFO,5.000000
62886,NIFTY24MAR2627100CE,NIFTY,24MAR2026,2710000.000000,65,OPTIDX,NFO,5.000000
62934,NIFTY24MAR2627100PE,NIFTY,24MAR2026,2710000.000000,65,OPTIDX,NFO,5.000000
62938,NIFTY24MAR2627150CE,NIFTY,24MAR2026,2715000.000000,65,OPTIDX,NFO,5.000000
62958,NIFTY24MAR2627300CE,NIFTY,24MAR2026,2730000.000000,65,OPTIDX,NFO,5.000000
62970,NIFTY24MAR2627400CE,NIFTY,24MAR2026,2740000.000000,65,OPTIDX,NFO,5.000000
67789,NIFTY26DEC2827000PE,NIFTY,26DEC2028,2700000.000000,65,OPTIDX,NFO,5.000000
67794,NIFTY26DEC2830000CE,NIFTY,26DEC2028,3000000.000000,65,OPTIDX,NFO,5.000000
67795,NIFTY26DEC2830000PE,NIFTY,26DEC2028,3000000.000000,65,OPTIDX,NFO,5.000000
71476,NIFTY30JUN2626000CE,NIFTY,30JUN2026,2600000.000000,65,OPTIDX,NFO,5.000000
71502,NIFTY29DEC2624000PE,NIFTY,29DEC2026,2400000.000000,65,OPTIDX,NFO,5.000000
71506,NIFTY29DEC2626000PE,NIFTY,29DEC2026,2600000.000000,65,OPTIDX,NFO,5.000000
71550,NIFTY29JUN2719000PE,NIFTY,29JUN2027,1900000.000000,65,OPTIDX,NFO,5.000000
71554,NIFTY29JUN2721000PE,NIFTY,29JUN2027,2100000.000000,65,OPTIDX,NFO,5.000000
71561,NIFTY29JUN2724000PE,NIFTY,29JUN2027,2400000.000000,65,OPTIDX,NFO,5.000000
72174,NIFTY26MAY2623850PE,NIFTY,26MAY2026,2385000.000000,65,OPTIDX,NFO,5.000000
72187,NIFTY26MAY2624200CE,NIFTY,26MAY2026,2420000.000000,65,OPTIDX,NFO,5.000000
72245,NIFTY28APR2623550PE,NIFTY,28APR2026,2355000.000000,65,OPTIDX,NFO,5.000000
72246,NIFTY28APR2623600CE,NIFTY,28APR2026,2360000.000000,65,OPTIDX,NFO,5.000000
72259,NIFTY28APR2623900CE,NIFTY,28APR2026,2390000.000000,65,OPTIDX,NFO,5.000000
72262,NIFTY28APR2623950PE,NIFTY,28APR2026,2395000.000000,65,OPTIDX,NFO,5.000000
72276,NIFTY26MAY2624500PE,NIFTY,26MAY2026,2450000.000000,65,OPTIDX,NFO,5.000000
72280,NIFTY26MAY2624550CE,NIFTY,26MAY2026,2455000.000000,65,OPTIDX,NFO,5.000000
72290,NIFTY26MAY2624800CE,NIFTY,26MAY2026,2480000.000000,65,OPTIDX,NFO,5.000000
72299,NIFTY26MAY2625000PE,NIFTY,26MAY2026,2500000.000000,65,OPTIDX,NFO,5.000000
72307,NIFTY26MAY2625200PE,NIFTY,26MAY2026,2520000.000000,65,OPTIDX,NFO,5.000000
72316,NIFTY28APR2624350PE,NIFTY,28APR2026,2435000.000000,65,OPTIDX,NFO,5.000000
72320,NIFTY26MAY2625450CE,NIFTY,26MAY2026,2545000.000000,65,OPTIDX,NFO,5.000000
72324,NIFTY28APR2624450PE,NIFTY,28APR2026,2445000.000000,65,OPTIDX,NFO,5.000000
72334,NIFTY28APR2624700PE,NIFTY,28APR2026,2470000.000000,65,OPTIDX,NFO,5.000000
72346,NIFTY28APR2624950CE,NIFTY,28APR2026,2495000.000000,65,OPTIDX,NFO,5.000000
72353,NIFTY28APR2625050PE,NIFTY,28APR2026,2505000.000000,65,OPTIDX,NFO,5.000000
72362,NIFTY28APR2625200PE,NIFTY,28APR2026,2520000.000000,65,OPTIDX,NFO,5.000000
72379,NIFTY26MAY2625950CE,NIFTY,26MAY2026,2595000.000000,65,OPTIDX,NFO,5.000000
72387,NIFTY26MAY2626050PE,NIFTY,26MAY2026,2605000.000000,65,OPTIDX,NFO,5.000000
72395,NIFTY28APR2625500CE,NIFTY,28APR2026,2550000.000000,65,OPTIDX,NFO,5.000000
72430,NIFTY28APR2625750PE,NIFTY,28APR2026,2575000.000000,65,OPTIDX,NFO,5.000000
72431,NIFTY28APR2625800CE,NIFTY,28APR2026,2580000.000000,65,OPTIDX,NFO,5.000000
72577,NIFTY26MAY2626450CE,NIFTY,26MAY2026,2645000.000000,65,OPTIDX,NFO,5.000000
72459,NIFTY28APR2626100CE,NIFTY,28APR2026,2610000.000000,65,OPTIDX,NFO,5.000000
72471,NIFTY26MAY2626400PE,NIFTY,26MAY2026,2640000.000000,65,OPTIDX,NFO,5.000000
72494,NIFTY28APR2626450PE,NIFTY,28APR2026,2645000.000000,65,OPTIDX,NFO,5.000000
72593,NIFTY26MAY2626550CE,NIFTY,26MAY2026,2655000.000000,65,OPTIDX,NFO,5.000000
72616,NIFTY26MAY2626900PE,NIFTY,26MAY2026,2690000.000000,65,OPTIDX,NFO,5.000000
72627,NIFTY26MAY2627200CE,NIFTY,26MAY2026,2720000.000000,65,OPTIDX,NFO,5.000000
72663,NIFTY28APR2626600CE,NIFTY,28APR2026,2660000.000000,65,OPTIDX,NFO,5.000000
72726,NIFTY28APR2627000PE,NIFTY,28APR2026,2700000.000000,65,OPTIDX,NFO,5.000000
72741,NIFTY28APR2627200CE,NIFTY,28APR2026,2720000.000000,65,OPTIDX,NFO,5.000000
72745,NIFTY28APR2627300CE,NIFTY,28APR2026,2730000.000000,65,OPTIDX,NFO,5.000000
72762,NIFTY28APR2627600CE,NIFTY,28APR2026,2760000.000000,65,OPTIDX,NFO,5.000000
72771,NIFTY28APR2627700CE,NIFTY,28APR2026,2770000.000000,65,OPTIDX,NFO,5.000000
50448,NIFTY30JUN2615000PE,NIFTY,30JUN2026,1500000.000000,65,OPTIDX,NFO,5.000000
50556,NIFTY30JUN2618000CE,NIFTY,30JUN2026,1800000.000000,65,OPTIDX,NFO,5.000000
50976,NIFTY30JUN2627000PE,NIFTY,30JUN2026,2700000.000000,65,OPTIDX,NFO,5.000000
53630,NIFTY28DEC2726000PE,NIFTY,28DEC2027,2600000.000000,65,OPTIDX,NFO,5.000000
54513,NIFTY30MAR2623350PE,NIFTY,30MAR2026,2335000.000000,65,OPTIDX,NFO,5.000000
54525,NIFTY30MAR2623650PE,NIFTY,30MAR2026,2365000.000000,65,OPTIDX,NFO,5.000000
54547,NIFTY30MAR2624250PE,NIFTY,30MAR2026,2425000.000000,65,OPTIDX,NFO,5.000000
54560,NIFTY30MAR2624600CE,NIFTY,30MAR2026,2460000.000000,65,OPTIDX,NFO,5.000000
54581,NIFTY30MAR2625150PE,NIFTY,30MAR2026,2515000.000000,65,OPTIDX,NFO,5.000000
54623,NIFTY30MAR2625950PE,NIFTY,30MAR2026,2595000.000000,65,OPTIDX,NFO,5.000000
54643,NIFTY30MAR2626200PE,NIFTY,30MAR2026,2620000.000000,65,OPTIDX,NFO,5.000000
54664,NIFTY30MAR2626300PE,NIFTY,30MAR2026,2630000.000000,65,OPTIDX,NFO,5.000000
54711,NIFTY02MAR2623100PE,NIFTY,02MAR2026,2310000.000000,65,OPTIDX,NFO,5.000000
54713,NIFTY30MAR2626550PE,NIFTY,30MAR2026,2655000.000000,65,OPTIDX,NFO,5.000000
54720,NIFTY30MAR2626750CE,NIFTY,30MAR2026,2675000.000000,65,OPTIDX,NFO,5.000000
54729,NIFTY30MAR2626950PE,NIFTY,30MAR2026,2695000.000000,65,OPTIDX,NFO,5.000000
54744,NIFTY30MAR2627400CE,NIFTY,30MAR2026,2740000.000000,65,OPTIDX,NFO,5.000000
54745,NIFTY30MAR2627400PE,NIFTY,30MAR2026,2740000.000000,65,OPTIDX,NFO,5.000000
54748,NIFTY30MAR2627500CE,NIFTY,30MAR2026,2750000.000000,65,OPTIDX,NFO,5.000000
54749,NIFTY30MAR2627500PE,NIFTY,30MAR2026,2750000.000000,65,OPTIDX,NFO,5.000000
54762,NIFTY02MAR2623350CE,NIFTY,02MAR2026,2335000.000000,65,OPTIDX,NFO,5.000000
54765,NIFTY02MAR2623400PE,NIFTY,02MAR2026,2340000.000000,65,OPTIDX,NFO,5.000000
54775,NIFTY02MAR2623650PE,NIFTY,02MAR2026,2365000.000000,65,OPTIDX,NFO,5.000000
54800,NIFTY02MAR2624100PE,NIFTY,02MAR2026,2410000.000000,65,OPTIDX,NFO,5.000000
54805,NIFTY02MAR2624250CE,NIFTY,02MAR2026,2425000.000000,65,OPTIDX,NFO,5.000000
54836,NIFTY30MAR2627900CE,NIFTY,30MAR2026,2790000.000000,65,OPTIDX,NFO,5.000000
54841,NIFTY30MAR2628050PE,NIFTY,30MAR2026,2805000.000000,65,OPTIDX,NFO,5.000000
54882,NIFTY02MAR2624900CE,NIFTY,02MAR2026,2490000.000000,65,OPTIDX,NFO,5.000000
54887,NIFTY02MAR2625000PE,NIFTY,02MAR2026,2500000.000000,65,OPTIDX,NFO,5.000000
54892,NIFTY02MAR2625100PE,NIFTY,02MAR2026,2510000.000000,65,OPTIDX,NFO,5.000000
54903,NIFTY02MAR2625200CE,NIFTY,02MAR2026,2520000.000000,65,OPTIDX,NFO,5.000000
54968,NIFTY02MAR2625600PE,NIFTY,02MAR2026,2560000.000000,65,OPTIDX,NFO,5.000000
54976,NIFTY02MAR2625800PE,NIFTY,02MAR2026,2580000.000000,65,OPTIDX,NFO,5.000000
54980,NIFTY02MAR2625900PE,NIFTY,02MAR2026,2590000.000000,65,OPTIDX,NFO,5.000000
54984,NIFTY02MAR2626000PE,NIFTY,02MAR2026,2600000.000000,65,OPTIDX,NFO,5.000000
55190,NIFTY30JUN2628500CE,NIFTY,30JUN2026,2850000.000000,65,OPTIDX,NFO,5.000000
55270,NIFTY02MAR2626600PE,NIFTY,02MAR2026,2660000.000000,65,OPTIDX,NFO,5.000000
55271,NIFTY02MAR2626650CE,NIFTY,02MAR2026,2665000.000000,65,OPTIDX,NFO,5.000000
55325,NIFTY29DEC2619500PE,NIFTY,29DEC2026,1950000.000000,65,OPTIDX,NFO,5.000000
55326,NIFTY29DEC2622500CE,NIFTY,29DEC2026,2250000.000000,65,OPTIDX,NFO,5.000000
55380,NIFTY29JUN2731500CE,NIFTY,29JUN2027,3150000.000000,65,OPTIDX,NFO,5.000000
55330,NIFTY29DEC2628500CE,NIFTY,29DEC2026,2850000.000000,65,OPTIDX,NFO,5.000000
55558,NIFTY26JUN2919500CE,NIFTY,26JUN2029,1950000.000000,65,OPTIDX,NFO,5.000000
55569,NIFTY26JUN2934500PE,NIFTY,26JUN2029,3450000.000000,65,OPTIDX,NFO,5.000000
55646,NIFTY25JUN3025500CE,NIFTY,25JUN2030,2550000.000000,65,OPTIDX,NFO,5.000000
55649,NIFTY25JUN3028500PE,NIFTY,25JUN2030,2850000.000000,65,OPTIDX,NFO,5.000000
55650,NIFTY25JUN3031500CE,NIFTY,25JUN2030,3150000.000000,65,OPTIDX,NFO,5.000000
55652,NIFTY25JUN3034500CE,NIFTY,25JUN2030,3450000.000000,65,OPTIDX,NFO,5.000000
55653,NIFTY25JUN3034500PE,NIFTY,25JUN2030,3450000.000000,65,OPTIDX,NFO,5.000000
55698,NIFTY31DEC3018000CE,NIFTY,31DEC2030,1800000.000000,65,OPTIDX,NFO,5.000000
55724,NIFTY02MAR2627000PE,NIFTY,02MAR2026,2700000.000000,65,OPTIDX,NFO,5.000000
55726,NIFTY02MAR2627050PE,NIFTY,02MAR2026,2705000.000000,65,OPTIDX,NFO,5.000000
55729,NIFTY02MAR2627150CE,NIFTY,02MAR2026,2715000.000000,65,OPTIDX,NFO,5.000000
55737,NIFTY02MAR2627350CE,NIFTY,02MAR2026,2735000.000000,65,OPTIDX,NFO,5.000000
55753,NIFTY02MAR2627550CE,NIFTY,02MAR2026,2755000.000000,65,OPTIDX,NFO,5.000000
55813,NIFTY02MAR2627700CE,NIFTY,02MAR2026,2770000.000000,65,OPTIDX,NFO,5.000000
57763,NIFTY17MAR2623650PE,NIFTY,17MAR2026,2365000.000000,65,OPTIDX,NFO,5.000000
57795,NIFTY17MAR2624000CE,NIFTY,17MAR2026,2400000.000000,65,OPTIDX,NFO,5.000000
57802,NIFTY17MAR2624150PE,NIFTY,17MAR2026,2415000.000000,65,OPTIDX,NFO,5.000000
57870,NIFTY17MAR2624650PE,NIFTY,17MAR2026,2465000.000000,65,OPTIDX,NFO,5.000000
57877,NIFTY17MAR2624850CE,NIFTY,17MAR2026,2485000.000000,65,OPTIDX,NFO,5.000000
57888,NIFTY17MAR2625100CE,NIFTY,17MAR2026,2510000.000000,65,OPTIDX,NFO,5.000000
57896,NIFTY17MAR2625200PE,NIFTY,17MAR2026,2520000.000000,65,OPTIDX,NFO,5.000000
57897,NIFTY17MAR2625250CE,NIFTY,17MAR2026,2525000.000000,65,OPTIDX,NFO,5.000000
57898,NIFTY17MAR2625250PE,NIFTY,17MAR2026,2525000.000000,65,OPTIDX,NFO,5.000000
57899,NIFTY17MAR2625300CE,NIFTY,17MAR2026,2530000.000000,65,OPTIDX,NFO,5.000000
57907,NIFTY17MAR2625400CE,NIFTY,17MAR2026,2540000.000000,65,OPTIDX,NFO,5.000000
57908,NIFTY17MAR2625400PE,NIFTY,17MAR2026,2540000.000000,65,OPTIDX,NFO,5.000000
57910,NIFTY17MAR2625450CE,NIFTY,17MAR2026,2545000.000000,65,OPTIDX,NFO,5.000000
58004,NIFTY17MAR2626350PE,NIFTY,17MAR2026,2635000.000000,65,OPTIDX,NFO,5.000000
58043,NIFTY17MAR2626700CE,NIFTY,17MAR2026,2670000.000000,65,OPTIDX,NFO,5.000000
58133,NIFTY17MAR2627150PE,NIFTY,17MAR2026,2715000.000000,65,OPTIDX,NFO,5.000000
58154,NIFTY17MAR2627500PE,NIFTY,17MAR2026,2750000.000000,65,OPTIDX,NFO,5.000000
58134,NIFTY17MAR2627200CE,NIFTY,17MAR2026,2720000.000000,65,OPTIDX,NFO,5.000000
58640,NIFTY29DEC2618000CE,NIFTY,29DEC2026,1800000.000000,65,OPTIDX,NFO,5.000000
58647,NIFTY29DEC2621000PE,NIFTY,29DEC2026,2100000.000000,65,OPTIDX,NFO,5.000000
60898,NIFTY25JUN3021000CE,NIFTY,25JUN2030,2100000.000000,65,OPTIDX,NFO,5.000000
60910,NIFTY25JUN3027000CE,NIFTY,25JUN2030,2700000.000000,65,OPTIDX,NFO,5.000000
61773,NIFTY24DEC2925000PE,NIFTY,24DEC2029,2500000.000000,65,OPTIDX,NFO,5.000000
62604,NIFTY24MAR2623650PE,NIFTY,24MAR2026,2365000.000000,65,OPTIDX,NFO,5.000000
62643,NIFTY24MAR2624150PE,NIFTY,24MAR2026,2415000.000000,65,OPTIDX,NFO,5.000000
62661,NIFTY24MAR2624350PE,NIFTY,24MAR2026,2435000.000000,65,OPTIDX,NFO,5.000000
62693,NIFTY24MAR2624850PE,NIFTY,24MAR2026,2485000.000000,65,OPTIDX,NFO,5.000000
62697,NIFTY24MAR2624900PE,NIFTY,24MAR2026,2490000.000000,65,OPTIDX,NFO,5.000000
62712,NIFTY24MAR2625050CE,NIFTY,24MAR2026,2505000.000000,65,OPTIDX,NFO,5.000000
62739,NIFTY24MAR2625350CE,NIFTY,24MAR2026,2535000.000000,65,OPTIDX,NFO,5.000000
62840,NIFTY24MAR2626200PE,NIFTY,24MAR2026,2620000.000000,65,OPTIDX,NFO,5.000000
62849,NIFTY24MAR2626300PE,NIFTY,24MAR2026,2630000.000000,65,OPTIDX,NFO,5.000000
62855,NIFTY24MAR2626450PE,NIFTY,24MAR2026,2645000.000000,65,OPTIDX,NFO,5.000000
62859,NIFTY24MAR2626500PE,NIFTY,24MAR2026,2650000.000000,65,OPTIDX,NFO,5.000000
62863,NIFTY24MAR2626600PE,NIFTY,24MAR2026,2660000.000000,65,OPTIDX,NFO,5.000000
62865,NIFTY24MAR2626650PE,NIFTY,24MAR2026,2665000.000000,65,OPTIDX,NFO,5.000000
62869,NIFTY24MAR2626750PE,NIFTY,24MAR2026,2675000.000000,65,OPTIDX,NFO,5.000000
